:START_ID(Question),:END_ID(Disease),:TYPE
Q03269,D10734,QUESTION_HAS_DISEASE
Q03269,D10488,QUESTION_HAS_DISEASE
Q03269,D04145,QUESTION_HAS_DISEASE
Q03269,D11992,QUESTION_HAS_DISEASE
Q03269,D08347,QUESTION_HAS_DISEASE
Q03269,D04185,QUESTION_HAS_DISEASE
Q03269,D16238,QUESTION_HAS_DISEASE
Q03269,D02156,QUESTION_HAS_DISEASE
Q03269,D07999,QUESTION_HAS_DISEASE
Q03269,D14167,QUESTION_HAS_DISEASE
Q03269,D11683,QUESTION_HAS_DISEASE
Q03269,D09400,QUESTION_HAS_DISEASE
Q03269,D14214,QUESTION_HAS_DISEASE
Q03269,D07956,QUESTION_HAS_DISEASE
Q03269,D06455,QUESTION_HAS_DISEASE
Q03269,D01186,QUESTION_HAS_DISEASE
Q03269,D12671,QUESTION_HAS_DISEASE
Q03269,D12340,QUESTION_HAS_DISEASE
Q03269,D14245,QUESTION_HAS_DISEASE
Q03269,D04157,QUESTION_HAS_DISEASE
Q03269,D15035,QUESTION_HAS_DISEASE
Q03269,D10998,QUESTION_HAS_DISEASE
Q03269,D16329,QUESTION_HAS_DISEASE
Q03270,D04157,QUESTION_HAS_DISEASE
Q03271,D09161,QUESTION_HAS_DISEASE
Q03271,D08725,QUESTION_HAS_DISEASE
Q03271,D04157,QUESTION_HAS_DISEASE
Q03271,D11573,QUESTION_HAS_DISEASE
Q03271,D04052,QUESTION_HAS_DISEASE
Q03271,D08347,QUESTION_HAS_DISEASE
Q03272,D01174,QUESTION_HAS_DISEASE
Q03272,D15453,QUESTION_HAS_DISEASE
Q03272,D15817,QUESTION_HAS_DISEASE
Q03272,D04372,QUESTION_HAS_DISEASE
Q03272,D06766,QUESTION_HAS_DISEASE
Q03273,D01174,QUESTION_HAS_DISEASE
Q03273,D12458,QUESTION_HAS_DISEASE
Q03273,D14499,QUESTION_HAS_DISEASE
Q03273,D00314,QUESTION_HAS_DISEASE
Q03273,D05537,QUESTION_HAS_DISEASE
Q03274,D15817,QUESTION_HAS_DISEASE
Q03274,D15453,QUESTION_HAS_DISEASE
Q03274,D01174,QUESTION_HAS_DISEASE
Q03275,D08719,QUESTION_HAS_DISEASE
Q03275,D05938,QUESTION_HAS_DISEASE
Q03275,D01174,QUESTION_HAS_DISEASE
Q03275,D01179,QUESTION_HAS_DISEASE
Q03276,D04251,QUESTION_HAS_DISEASE
Q03276,D04009,QUESTION_HAS_DISEASE
Q03276,D02097,QUESTION_HAS_DISEASE
Q03276,D04004,QUESTION_HAS_DISEASE
Q03276,D15338,QUESTION_HAS_DISEASE
Q03277,D07915,QUESTION_HAS_DISEASE
Q03277,D14493,QUESTION_HAS_DISEASE
Q03277,D02004,QUESTION_HAS_DISEASE
Q03277,D12258,QUESTION_HAS_DISEASE
Q03277,D06379,QUESTION_HAS_DISEASE
Q03277,D00150,QUESTION_HAS_DISEASE
Q03278,D07413,QUESTION_HAS_DISEASE
Q03278,D11035,QUESTION_HAS_DISEASE
Q03278,D14829,QUESTION_HAS_DISEASE
Q03278,D06740,QUESTION_HAS_DISEASE
Q03278,D00150,QUESTION_HAS_DISEASE
Q03278,D09164,QUESTION_HAS_DISEASE
Q03278,D07477,QUESTION_HAS_DISEASE
Q03278,D04145,QUESTION_HAS_DISEASE
Q03278,D01590,QUESTION_HAS_DISEASE
Q03278,D01358,QUESTION_HAS_DISEASE
Q03278,D07220,QUESTION_HAS_DISEASE
Q03278,D07917,QUESTION_HAS_DISEASE
Q03278,D09993,QUESTION_HAS_DISEASE
Q03278,D08931,QUESTION_HAS_DISEASE
Q03278,D12765,QUESTION_HAS_DISEASE
Q03278,D02255,QUESTION_HAS_DISEASE
Q03278,D07915,QUESTION_HAS_DISEASE
Q03278,D16293,QUESTION_HAS_DISEASE
Q03278,D16184,QUESTION_HAS_DISEASE
Q03278,D14214,QUESTION_HAS_DISEASE
Q03278,D06390,QUESTION_HAS_DISEASE
Q03278,D00437,QUESTION_HAS_DISEASE
Q03278,D05152,QUESTION_HAS_DISEASE
Q03278,D01354,QUESTION_HAS_DISEASE
Q03278,D10595,QUESTION_HAS_DISEASE
Q03279,D07915,QUESTION_HAS_DISEASE
Q03280,D07915,QUESTION_HAS_DISEASE
Q03280,D02022,QUESTION_HAS_DISEASE
Q03280,D02004,QUESTION_HAS_DISEASE
Q03281,D06379,QUESTION_HAS_DISEASE
Q03281,D07915,QUESTION_HAS_DISEASE
Q03281,D08734,QUESTION_HAS_DISEASE
Q03282,D15889,QUESTION_HAS_DISEASE
Q03282,D02645,QUESTION_HAS_DISEASE
Q03283,D06455,QUESTION_HAS_DISEASE
Q03283,D10044,QUESTION_HAS_DISEASE
Q03283,D07477,QUESTION_HAS_DISEASE
Q03283,D07889,QUESTION_HAS_DISEASE
Q03283,D04004,QUESTION_HAS_DISEASE
Q03283,D09001,QUESTION_HAS_DISEASE
Q03283,D08929,QUESTION_HAS_DISEASE
Q03283,D13117,QUESTION_HAS_DISEASE
Q03283,D07756,QUESTION_HAS_DISEASE
Q03283,D03430,QUESTION_HAS_DISEASE
Q03283,D11961,QUESTION_HAS_DISEASE
Q03283,D04185,QUESTION_HAS_DISEASE
Q03283,D06496,QUESTION_HAS_DISEASE
Q03284,D01622,QUESTION_HAS_DISEASE
Q03284,D05057,QUESTION_HAS_DISEASE
Q03284,D05511,QUESTION_HAS_DISEASE
Q03284,D08858,QUESTION_HAS_DISEASE
Q03284,D05436,QUESTION_HAS_DISEASE
Q03285,D00150,QUESTION_HAS_DISEASE
Q03285,D14555,QUESTION_HAS_DISEASE
Q03285,D11240,QUESTION_HAS_DISEASE
Q03285,D03723,QUESTION_HAS_DISEASE
Q03285,D16487,QUESTION_HAS_DISEASE
Q03286,D04459,QUESTION_HAS_DISEASE
Q03286,D11249,QUESTION_HAS_DISEASE
Q03286,D08637,QUESTION_HAS_DISEASE
Q03286,D03931,QUESTION_HAS_DISEASE
Q03286,D03723,QUESTION_HAS_DISEASE
Q03286,D00163,QUESTION_HAS_DISEASE
Q03287,D03909,QUESTION_HAS_DISEASE
Q03287,D11409,QUESTION_HAS_DISEASE
Q03287,D02627,QUESTION_HAS_DISEASE
Q03287,D03958,QUESTION_HAS_DISEASE
Q03287,D12515,QUESTION_HAS_DISEASE
Q03287,D11798,QUESTION_HAS_DISEASE
Q03287,D03723,QUESTION_HAS_DISEASE
Q03287,D01389,QUESTION_HAS_DISEASE
Q03288,D03723,QUESTION_HAS_DISEASE
Q03288,D04459,QUESTION_HAS_DISEASE
Q03288,D12258,QUESTION_HAS_DISEASE
Q03289,D04004,QUESTION_HAS_DISEASE
Q03289,D01794,QUESTION_HAS_DISEASE
Q03289,D14214,QUESTION_HAS_DISEASE
Q03289,D10543,QUESTION_HAS_DISEASE
Q03290,D03773,QUESTION_HAS_DISEASE
Q03290,D05249,QUESTION_HAS_DISEASE
Q03290,D09139,QUESTION_HAS_DISEASE
Q03290,D13471,QUESTION_HAS_DISEASE
Q03290,D03771,QUESTION_HAS_DISEASE
Q03290,D09115,QUESTION_HAS_DISEASE
Q03291,D13254,QUESTION_HAS_DISEASE
Q03291,D00226,QUESTION_HAS_DISEASE
Q03291,D08981,QUESTION_HAS_DISEASE
Q03291,D02638,QUESTION_HAS_DISEASE
Q03292,D08984,QUESTION_HAS_DISEASE
Q03292,D03774,QUESTION_HAS_DISEASE
Q03292,D08981,QUESTION_HAS_DISEASE
Q03293,D08981,QUESTION_HAS_DISEASE
Q03293,D13665,QUESTION_HAS_DISEASE
Q03293,D08982,QUESTION_HAS_DISEASE
Q03293,D13470,QUESTION_HAS_DISEASE
Q03293,D09786,QUESTION_HAS_DISEASE
Q03293,D08987,QUESTION_HAS_DISEASE
Q03293,D09115,QUESTION_HAS_DISEASE
Q03293,D08983,QUESTION_HAS_DISEASE
Q03294,D09114,QUESTION_HAS_DISEASE
Q03294,D08981,QUESTION_HAS_DISEASE
Q03294,D09115,QUESTION_HAS_DISEASE
Q03294,D08985,QUESTION_HAS_DISEASE
Q03295,D08861,QUESTION_HAS_DISEASE
Q03295,D14214,QUESTION_HAS_DISEASE
Q03295,D02004,QUESTION_HAS_DISEASE
Q03295,D08888,QUESTION_HAS_DISEASE
Q03295,D16024,QUESTION_HAS_DISEASE
Q03295,D16026,QUESTION_HAS_DISEASE
Q03296,D16024,QUESTION_HAS_DISEASE
Q03296,D14214,QUESTION_HAS_DISEASE
Q03296,D09770,QUESTION_HAS_DISEASE
Q03297,D13446,QUESTION_HAS_DISEASE
Q03297,D10216,QUESTION_HAS_DISEASE
Q03297,D13761,QUESTION_HAS_DISEASE
Q03297,D06032,QUESTION_HAS_DISEASE
Q03297,D08345,QUESTION_HAS_DISEASE
Q03297,D01803,QUESTION_HAS_DISEASE
Q03297,D07238,QUESTION_HAS_DISEASE
Q03297,D08111,QUESTION_HAS_DISEASE
Q03297,D10217,QUESTION_HAS_DISEASE
Q03297,D02611,QUESTION_HAS_DISEASE
Q03297,D10829,QUESTION_HAS_DISEASE
Q03297,D11382,QUESTION_HAS_DISEASE
Q03297,D06957,QUESTION_HAS_DISEASE
Q03297,D04145,QUESTION_HAS_DISEASE
Q03297,D13732,QUESTION_HAS_DISEASE
Q03297,D05091,QUESTION_HAS_DISEASE
Q03297,D01358,QUESTION_HAS_DISEASE
Q03297,D07447,QUESTION_HAS_DISEASE
Q03297,D06031,QUESTION_HAS_DISEASE
Q03297,D07999,QUESTION_HAS_DISEASE
Q03297,D04774,QUESTION_HAS_DISEASE
Q03297,D13401,QUESTION_HAS_DISEASE
Q03297,D06890,QUESTION_HAS_DISEASE
Q03297,D13635,QUESTION_HAS_DISEASE
Q03298,D00404,QUESTION_HAS_DISEASE
Q03298,D02203,QUESTION_HAS_DISEASE
Q03298,D07889,QUESTION_HAS_DISEASE
Q03298,D04861,QUESTION_HAS_DISEASE
Q03298,D04145,QUESTION_HAS_DISEASE
Q03298,D14459,QUESTION_HAS_DISEASE
Q03298,D10998,QUESTION_HAS_DISEASE
Q03299,D10383,QUESTION_HAS_DISEASE
Q03299,D08089,QUESTION_HAS_DISEASE
Q03299,D01313,QUESTION_HAS_DISEASE
Q03299,D12443,QUESTION_HAS_DISEASE
Q03299,D07986,QUESTION_HAS_DISEASE
Q03300,D04833,QUESTION_HAS_DISEASE
Q03300,D07889,QUESTION_HAS_DISEASE
Q03300,D04004,QUESTION_HAS_DISEASE
Q03300,D02099,QUESTION_HAS_DISEASE
Q03300,D10254,QUESTION_HAS_DISEASE
Q03301,D15037,QUESTION_HAS_DISEASE
Q03301,D16214,QUESTION_HAS_DISEASE
Q03301,D10044,QUESTION_HAS_DISEASE
Q03301,D00651,QUESTION_HAS_DISEASE
Q03301,D04682,QUESTION_HAS_DISEASE
Q03301,D06421,QUESTION_HAS_DISEASE
Q03301,D09536,QUESTION_HAS_DISEASE
Q03301,D01418,QUESTION_HAS_DISEASE
Q03301,D11790,QUESTION_HAS_DISEASE
Q03301,D02489,QUESTION_HAS_DISEASE
Q03301,D03430,QUESTION_HAS_DISEASE
Q03301,D12352,QUESTION_HAS_DISEASE
Q03301,D01415,QUESTION_HAS_DISEASE
Q03301,D16326,QUESTION_HAS_DISEASE
Q03301,D13191,QUESTION_HAS_DISEASE
Q03301,D07238,QUESTION_HAS_DISEASE
Q03301,D06857,QUESTION_HAS_DISEASE
Q03302,D11790,QUESTION_HAS_DISEASE
Q03302,D04427,QUESTION_HAS_DISEASE
Q03303,D01833,QUESTION_HAS_DISEASE
Q03303,D11790,QUESTION_HAS_DISEASE
Q03303,D15035,QUESTION_HAS_DISEASE
Q03303,D16450,QUESTION_HAS_DISEASE
Q03303,D09029,QUESTION_HAS_DISEASE
Q03303,D03430,QUESTION_HAS_DISEASE
Q03303,D10118,QUESTION_HAS_DISEASE
Q03303,D13883,QUESTION_HAS_DISEASE
Q03304,D11790,QUESTION_HAS_DISEASE
Q03304,D01715,QUESTION_HAS_DISEASE
Q03305,D08077,QUESTION_HAS_DISEASE
Q03305,D02223,QUESTION_HAS_DISEASE
Q03305,D08164,QUESTION_HAS_DISEASE
Q03306,D10461,QUESTION_HAS_DISEASE
Q03306,D10066,QUESTION_HAS_DISEASE
Q03306,D09386,QUESTION_HAS_DISEASE
Q03306,D12340,QUESTION_HAS_DISEASE
Q03306,D04145,QUESTION_HAS_DISEASE
Q03306,D13820,QUESTION_HAS_DISEASE
Q03306,D15035,QUESTION_HAS_DISEASE
Q03306,D08285,QUESTION_HAS_DISEASE
Q03306,D12661,QUESTION_HAS_DISEASE
Q03306,D15310,QUESTION_HAS_DISEASE
Q03306,D13418,QUESTION_HAS_DISEASE
Q03306,D07618,QUESTION_HAS_DISEASE
Q03306,D09472,QUESTION_HAS_DISEASE
Q03306,D12443,QUESTION_HAS_DISEASE
Q03307,D04516,QUESTION_HAS_DISEASE
Q03307,D12258,QUESTION_HAS_DISEASE
Q03307,D02807,QUESTION_HAS_DISEASE
Q03307,D05938,QUESTION_HAS_DISEASE
Q03307,D01730,QUESTION_HAS_DISEASE
Q03307,D15501,QUESTION_HAS_DISEASE
Q03308,D15366,QUESTION_HAS_DISEASE
Q03308,D09922,QUESTION_HAS_DISEASE
Q03308,D01842,QUESTION_HAS_DISEASE
Q03308,D04516,QUESTION_HAS_DISEASE
Q03308,D12258,QUESTION_HAS_DISEASE
Q03308,D02807,QUESTION_HAS_DISEASE
Q03308,D05938,QUESTION_HAS_DISEASE
Q03309,D12258,QUESTION_HAS_DISEASE
Q03309,D05938,QUESTION_HAS_DISEASE
Q03309,D04516,QUESTION_HAS_DISEASE
Q03311,D08345,QUESTION_HAS_DISEASE
Q03311,D07029,QUESTION_HAS_DISEASE
Q03311,D08745,QUESTION_HAS_DISEASE
Q03312,D02004,QUESTION_HAS_DISEASE
Q03312,D10954,QUESTION_HAS_DISEASE
Q03313,D11135,QUESTION_HAS_DISEASE
Q03313,D11155,QUESTION_HAS_DISEASE
Q03313,D03039,QUESTION_HAS_DISEASE
Q03313,D13498,QUESTION_HAS_DISEASE
Q03313,D10954,QUESTION_HAS_DISEASE
Q03313,D02322,QUESTION_HAS_DISEASE
Q03313,D11144,QUESTION_HAS_DISEASE
Q03313,D10920,QUESTION_HAS_DISEASE
Q03313,D12717,QUESTION_HAS_DISEASE
Q03314,D03039,QUESTION_HAS_DISEASE
Q03315,D01584,QUESTION_HAS_DISEASE
Q03315,D12796,QUESTION_HAS_DISEASE
Q03315,D11135,QUESTION_HAS_DISEASE
Q03317,D00150,QUESTION_HAS_DISEASE
Q03317,D04861,QUESTION_HAS_DISEASE
Q03317,D04336,QUESTION_HAS_DISEASE
Q03317,D06256,QUESTION_HAS_DISEASE
Q03317,D12644,QUESTION_HAS_DISEASE
Q03317,D07269,QUESTION_HAS_DISEASE
Q03317,D02349,QUESTION_HAS_DISEASE
Q03317,D07279,QUESTION_HAS_DISEASE
Q03317,D06262,QUESTION_HAS_DISEASE
Q03317,D05317,QUESTION_HAS_DISEASE
Q03317,D14343,QUESTION_HAS_DISEASE
Q03317,D06175,QUESTION_HAS_DISEASE
Q03318,D13995,QUESTION_HAS_DISEASE
Q03318,D03080,QUESTION_HAS_DISEASE
Q03318,D01730,QUESTION_HAS_DISEASE
Q03318,D05535,QUESTION_HAS_DISEASE
Q03318,D07269,QUESTION_HAS_DISEASE
Q03318,D15209,QUESTION_HAS_DISEASE
Q03318,D06262,QUESTION_HAS_DISEASE
Q03319,D07293,QUESTION_HAS_DISEASE
Q03319,D10731,QUESTION_HAS_DISEASE
Q03319,D05265,QUESTION_HAS_DISEASE
Q03319,D12015,QUESTION_HAS_DISEASE
Q03319,D11926,QUESTION_HAS_DISEASE
Q03319,D07078,QUESTION_HAS_DISEASE
Q03319,D12037,QUESTION_HAS_DISEASE
Q03320,D04004,QUESTION_HAS_DISEASE
Q03320,D02098,QUESTION_HAS_DISEASE
Q03320,D13165,QUESTION_HAS_DISEASE
Q03320,D03998,QUESTION_HAS_DISEASE
Q03320,D07241,QUESTION_HAS_DISEASE
Q03320,D04145,QUESTION_HAS_DISEASE
Q03320,D12043,QUESTION_HAS_DISEASE
Q03320,D08249,QUESTION_HAS_DISEASE
Q03320,D13241,QUESTION_HAS_DISEASE
Q03320,D03507,QUESTION_HAS_DISEASE
Q03320,D15783,QUESTION_HAS_DISEASE
Q03320,D07272,QUESTION_HAS_DISEASE
Q03320,D13104,QUESTION_HAS_DISEASE
Q03320,D07893,QUESTION_HAS_DISEASE
Q03320,D13243,QUESTION_HAS_DISEASE
Q03320,D14214,QUESTION_HAS_DISEASE
Q03320,D09472,QUESTION_HAS_DISEASE
Q03320,D02910,QUESTION_HAS_DISEASE
Q03320,D15210,QUESTION_HAS_DISEASE
Q03320,D06455,QUESTION_HAS_DISEASE
Q03320,D04251,QUESTION_HAS_DISEASE
Q03320,D12671,QUESTION_HAS_DISEASE
Q03320,D07889,QUESTION_HAS_DISEASE
Q03320,D12340,QUESTION_HAS_DISEASE
Q03320,D13192,QUESTION_HAS_DISEASE
Q03320,D14165,QUESTION_HAS_DISEASE
Q03320,D12037,QUESTION_HAS_DISEASE
Q03320,D13198,QUESTION_HAS_DISEASE
Q03321,D12044,QUESTION_HAS_DISEASE
Q03322,D12041,QUESTION_HAS_DISEASE
Q03322,D12042,QUESTION_HAS_DISEASE
Q03323,D12045,QUESTION_HAS_DISEASE
Q03324,D10619,QUESTION_HAS_DISEASE
Q03324,D03998,QUESTION_HAS_DISEASE
Q03324,D02004,QUESTION_HAS_DISEASE
Q03324,D12340,QUESTION_HAS_DISEASE
Q03325,D06455,QUESTION_HAS_DISEASE
Q03325,D04251,QUESTION_HAS_DISEASE
Q03325,D13635,QUESTION_HAS_DISEASE
Q03325,D03151,QUESTION_HAS_DISEASE
Q03325,D03759,QUESTION_HAS_DISEASE
Q03325,D10619,QUESTION_HAS_DISEASE
Q03325,D15035,QUESTION_HAS_DISEASE
Q03325,D10160,QUESTION_HAS_DISEASE
Q03325,D08295,QUESTION_HAS_DISEASE
Q03325,D15716,QUESTION_HAS_DISEASE
Q03326,D02292,QUESTION_HAS_DISEASE
Q03326,D07686,QUESTION_HAS_DISEASE
Q03326,D05430,QUESTION_HAS_DISEASE
Q03327,D02705,QUESTION_HAS_DISEASE
Q03327,D15585,QUESTION_HAS_DISEASE
Q03327,D02004,QUESTION_HAS_DISEASE
Q03327,D12998,QUESTION_HAS_DISEASE
Q03327,D14829,QUESTION_HAS_DISEASE
Q03327,D11082,QUESTION_HAS_DISEASE
Q03328,D05908,QUESTION_HAS_DISEASE
Q03328,D07413,QUESTION_HAS_DISEASE
Q03328,D02701,QUESTION_HAS_DISEASE
Q03328,D03062,QUESTION_HAS_DISEASE
Q03328,D15585,QUESTION_HAS_DISEASE
Q03328,D11062,QUESTION_HAS_DISEASE
Q03328,D14829,QUESTION_HAS_DISEASE
Q03328,D12998,QUESTION_HAS_DISEASE
Q03328,D11082,QUESTION_HAS_DISEASE
Q03328,D00314,QUESTION_HAS_DISEASE
Q03328,D10370,QUESTION_HAS_DISEASE
Q03328,D12993,QUESTION_HAS_DISEASE
Q03328,D01747,QUESTION_HAS_DISEASE
Q03329,D15585,QUESTION_HAS_DISEASE
Q03329,D12998,QUESTION_HAS_DISEASE
Q03329,D12999,QUESTION_HAS_DISEASE
Q03329,D02701,QUESTION_HAS_DISEASE
Q03330,D04560,QUESTION_HAS_DISEASE
Q03330,D08089,QUESTION_HAS_DISEASE
Q03330,D00359,QUESTION_HAS_DISEASE
Q03330,D05091,QUESTION_HAS_DISEASE
Q03330,D08069,QUESTION_HAS_DISEASE
Q03330,D13096,QUESTION_HAS_DISEASE
Q03330,D08111,QUESTION_HAS_DISEASE
Q03330,D09751,QUESTION_HAS_DISEASE
Q03330,D07447,QUESTION_HAS_DISEASE
Q03330,D15751,QUESTION_HAS_DISEASE
Q03330,D03958,QUESTION_HAS_DISEASE
Q03331,D08770,QUESTION_HAS_DISEASE
Q03332,D00404,QUESTION_HAS_DISEASE
Q03332,D13777,QUESTION_HAS_DISEASE
Q03332,D02188,QUESTION_HAS_DISEASE
Q03332,D10998,QUESTION_HAS_DISEASE
Q03332,D14214,QUESTION_HAS_DISEASE
Q03332,D11551,QUESTION_HAS_DISEASE
Q03333,D02025,QUESTION_HAS_DISEASE
Q03333,D02004,QUESTION_HAS_DISEASE
Q03334,D03554,QUESTION_HAS_DISEASE
Q03334,D08002,QUESTION_HAS_DISEASE
Q03334,D04145,QUESTION_HAS_DISEASE
Q03334,D10488,QUESTION_HAS_DISEASE
Q03335,D09230,QUESTION_HAS_DISEASE
Q03335,D01108,QUESTION_HAS_DISEASE
Q03335,D01923,QUESTION_HAS_DISEASE
Q03336,D09640,QUESTION_HAS_DISEASE
Q03336,D01196,QUESTION_HAS_DISEASE
Q03336,D14217,QUESTION_HAS_DISEASE
Q03336,D08725,QUESTION_HAS_DISEASE
Q03336,D08145,QUESTION_HAS_DISEASE
Q03336,D10488,QUESTION_HAS_DISEASE
Q03336,D01584,QUESTION_HAS_DISEASE
Q03336,D14760,QUESTION_HAS_DISEASE
Q03336,D11000,QUESTION_HAS_DISEASE
Q03336,D01358,QUESTION_HAS_DISEASE
Q03336,D04178,QUESTION_HAS_DISEASE
Q03336,D05152,QUESTION_HAS_DISEASE
Q03337,D09991,QUESTION_HAS_DISEASE
Q03337,D02558,QUESTION_HAS_DISEASE
Q03337,D03747,QUESTION_HAS_DISEASE
Q03337,D09164,QUESTION_HAS_DISEASE
Q03337,D10942,QUESTION_HAS_DISEASE
Q03337,D02455,QUESTION_HAS_DISEASE
Q03337,D01358,QUESTION_HAS_DISEASE
Q03337,D12258,QUESTION_HAS_DISEASE
Q03337,D02656,QUESTION_HAS_DISEASE
Q03337,D07220,QUESTION_HAS_DISEASE
Q03337,D06379,QUESTION_HAS_DISEASE
Q03337,D15667,QUESTION_HAS_DISEASE
Q03338,D10969,QUESTION_HAS_DISEASE
Q03338,D09991,QUESTION_HAS_DISEASE
Q03338,D14493,QUESTION_HAS_DISEASE
Q03338,D00875,QUESTION_HAS_DISEASE
Q03338,D10325,QUESTION_HAS_DISEASE
Q03338,D10595,QUESTION_HAS_DISEASE
Q03338,D11243,QUESTION_HAS_DISEASE
Q03338,D10353,QUESTION_HAS_DISEASE
Q03338,D05727,QUESTION_HAS_DISEASE
Q03338,D12548,QUESTION_HAS_DISEASE
Q03338,D01354,QUESTION_HAS_DISEASE
Q03338,D01358,QUESTION_HAS_DISEASE
Q03338,D15191,QUESTION_HAS_DISEASE
Q03338,D08838,QUESTION_HAS_DISEASE
Q03338,D11035,QUESTION_HAS_DISEASE
Q03338,D04619,QUESTION_HAS_DISEASE
Q03338,D12867,QUESTION_HAS_DISEASE
Q03339,D05840,QUESTION_HAS_DISEASE
Q03339,D01930,QUESTION_HAS_DISEASE
Q03339,D12427,QUESTION_HAS_DISEASE
Q03339,D07967,QUESTION_HAS_DISEASE
Q03339,D05641,QUESTION_HAS_DISEASE
Q03340,D08861,QUESTION_HAS_DISEASE
Q03340,D14640,QUESTION_HAS_DISEASE
Q03340,D04940,QUESTION_HAS_DISEASE
Q03340,D16578,QUESTION_HAS_DISEASE
Q03340,D14214,QUESTION_HAS_DISEASE
Q03340,D13645,QUESTION_HAS_DISEASE
Q03341,D15033,QUESTION_HAS_DISEASE
Q03341,D02004,QUESTION_HAS_DISEASE
Q03342,D13529,QUESTION_HAS_DISEASE
Q03342,D11118,QUESTION_HAS_DISEASE
Q03342,D03546,QUESTION_HAS_DISEASE
Q03343,D06421,QUESTION_HAS_DISEASE
Q03343,D08936,QUESTION_HAS_DISEASE
Q03343,D15265,QUESTION_HAS_DISEASE
Q03343,D08069,QUESTION_HAS_DISEASE
Q03343,D05152,QUESTION_HAS_DISEASE
Q03343,D07322,QUESTION_HAS_DISEASE
Q03343,D14343,QUESTION_HAS_DISEASE
Q03344,D08725,QUESTION_HAS_DISEASE
Q03344,D05836,QUESTION_HAS_DISEASE
Q03344,D07614,QUESTION_HAS_DISEASE
Q03344,D11663,QUESTION_HAS_DISEASE
Q03344,D02727,QUESTION_HAS_DISEASE
Q03344,D02728,QUESTION_HAS_DISEASE
Q03344,D09141,QUESTION_HAS_DISEASE
Q03345,D07413,QUESTION_HAS_DISEASE
Q03345,D14499,QUESTION_HAS_DISEASE
Q03345,D05424,QUESTION_HAS_DISEASE
Q03345,D13820,QUESTION_HAS_DISEASE
Q03345,D15210,QUESTION_HAS_DISEASE
Q03345,D04929,QUESTION_HAS_DISEASE
Q03345,D02728,QUESTION_HAS_DISEASE
Q03345,D13117,QUESTION_HAS_DISEASE
Q03345,D11967,QUESTION_HAS_DISEASE
Q03345,D00818,QUESTION_HAS_DISEASE
Q03345,D04540,QUESTION_HAS_DISEASE
Q03345,D06455,QUESTION_HAS_DISEASE
Q03345,D13764,QUESTION_HAS_DISEASE
Q03345,D08725,QUESTION_HAS_DISEASE
Q03345,D05836,QUESTION_HAS_DISEASE
Q03345,D11243,QUESTION_HAS_DISEASE
Q03345,D08028,QUESTION_HAS_DISEASE
Q03345,D14264,QUESTION_HAS_DISEASE
Q03345,D13471,QUESTION_HAS_DISEASE
Q03345,D01004,QUESTION_HAS_DISEASE
Q03346,D08155,QUESTION_HAS_DISEASE
Q03346,D08745,QUESTION_HAS_DISEASE
Q03346,D01854,QUESTION_HAS_DISEASE
Q03347,D06455,QUESTION_HAS_DISEASE
Q03347,D11527,QUESTION_HAS_DISEASE
Q03347,D02074,QUESTION_HAS_DISEASE
Q03347,D14663,QUESTION_HAS_DISEASE
Q03347,D12340,QUESTION_HAS_DISEASE
Q03347,D04145,QUESTION_HAS_DISEASE
Q03347,D12672,QUESTION_HAS_DISEASE
Q03347,D12661,QUESTION_HAS_DISEASE
Q03347,D08042,QUESTION_HAS_DISEASE
Q03347,D02910,QUESTION_HAS_DISEASE
Q03348,D11969,QUESTION_HAS_DISEASE
Q03348,D02701,QUESTION_HAS_DISEASE
Q03348,D02705,QUESTION_HAS_DISEASE
Q03348,D00175,QUESTION_HAS_DISEASE
Q03348,D07409,QUESTION_HAS_DISEASE
Q03348,D07410,QUESTION_HAS_DISEASE
Q03348,D07406,QUESTION_HAS_DISEASE
Q03349,D07413,QUESTION_HAS_DISEASE
Q03349,D02701,QUESTION_HAS_DISEASE
Q03349,D15817,QUESTION_HAS_DISEASE
Q03349,D00175,QUESTION_HAS_DISEASE
Q03349,D04925,QUESTION_HAS_DISEASE
Q03350,D00289,QUESTION_HAS_DISEASE
Q03350,D11094,QUESTION_HAS_DISEASE
Q03351,D00622,QUESTION_HAS_DISEASE
Q03351,D03443,QUESTION_HAS_DISEASE
Q03351,D07241,QUESTION_HAS_DISEASE
Q03351,D09534,QUESTION_HAS_DISEASE
Q03351,D01430,QUESTION_HAS_DISEASE
Q03351,D11415,QUESTION_HAS_DISEASE
Q03351,D02933,QUESTION_HAS_DISEASE
Q03352,D03550,QUESTION_HAS_DISEASE
Q03352,D10066,QUESTION_HAS_DISEASE
Q03352,D08727,QUESTION_HAS_DISEASE
Q03352,D04468,QUESTION_HAS_DISEASE
Q03352,D14224,QUESTION_HAS_DISEASE
Q03352,D10968,QUESTION_HAS_DISEASE
Q03352,D04145,QUESTION_HAS_DISEASE
Q03352,D01622,QUESTION_HAS_DISEASE
Q03352,D08207,QUESTION_HAS_DISEASE
Q03352,D15932,QUESTION_HAS_DISEASE
Q03352,D14122,QUESTION_HAS_DISEASE
Q03352,D12130,QUESTION_HAS_DISEASE
Q03352,D09400,QUESTION_HAS_DISEASE
Q03352,D14214,QUESTION_HAS_DISEASE
Q03352,D01430,QUESTION_HAS_DISEASE
Q03352,D12100,QUESTION_HAS_DISEASE
Q03352,D12661,QUESTION_HAS_DISEASE
Q03352,D03430,QUESTION_HAS_DISEASE
